Name,Genre,Platform,Publisher,Year,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
Gallop Racer (JP),Sports,PS,Tecmo Koei,1996.0,0.04,0.03,0.16,0.02,0.24
Corpse Party: Blood Drive,Adventure,PSV,Marvelous Interactive,2014.0,0.11,0.03,0.06,0.05,0.24
Ace Combat: Assault Horizon Legacy,Simulation,3DS,Namco Bandai Games,2011.0,0.1,0.06,0.08,0.01,0.24
Marvel vs. Capcom Origins,Fighting,PS2,Capcom,2006.0,0.11,0.08,0.02,0.03,0.24
Final Fantasy Fables: Chocobo Tales,Adventure,DS,Ubisoft,2006.0,0.11,0.01,0.12,0.01,0.24
Genma Onimusha,Action,XB,Capcom,2002.0,0.14,0.04,0.05,0.01,0.24
K-1 Revenge,Fighting,PS,Xing Entertainment,1997.0,0.04,0.03,0.16,0.02,0.24
Street Fighter X Tekken,Fighting,PSV,Capcom,2012.0,0.14,0.05,0.01,0.04,0.24
Stella Glow,Role-Playing,3DS,Atlus,2015.0,0.16,0.01,0.05,0.02,0.24
Samurai Warriors 4,Action,PS4,Tecmo Koei,2014.0,0.08,0.07,0.06,0.03,0.24
Chibi-Robo! Zip Lash,Platform,3DS,Nintendo,2015.0,0.09,0.08,0.06,0.02,0.24
Asura's Wrath,Action,X360,Capcom,2012.0,0.15,0.06,0.01,0.02,0.24
Dynasty Warriors 6 Empires,Action,X360,Tecmo Koei,2009.0,0.16,0.02,0.04,0.02,0.24
Risen 2: Dark Waters,Role-Playing,PS3,Deep Silver,2012.0,0.04,0.14,0.01,0.05,0.24
Game & Wario,Misc,WiiU,Nintendo,2013.0,0.06,0.06,0.11,0.01,0.24
Onechanbara Z2: Chaos,Action,PS4,Nippon Ichi Software,2014.0,0.13,0.02,0.04,0.04,0.24
Ar tonelico Qoga: Knell of Ar Ciel,Role-Playing,PS3,Tecmo Koei,2010.0,0.08,0.01,0.13,0.01,0.24
Lunar Knights,Role-Playing,DS,Konami Digital Entertainment,2006.0,0.17,0.01,0.04,0.02,0.24
The Walking Dead: Season Two,Adventure,PS4,Telltale Games,2014.0,0.1,0.09,0.01,0.04,0.24
Epic Mickey 2: The Power of Two,Action,WiiU,Disney Interactive Studios,2012.0,0.14,0.07,0.01,0.02,0.24
Etrian Mystery Dungeon,Role-Playing,3DS,Nippon Ichi Software,2015.0,0.09,0.01,0.12,0.01,0.23
Meteos,Puzzle,DS,Nintendo,2005.0,0.15,0.01,0.06,0.01,0.23
Virtua Tennis 4,Sports,X360,Sega,2011.0,0.11,0.1,0.01,0.02,0.23
Cross Edge,Role-Playing,PS3,Nippon Ichi Software,2008.0,0.14,0.02,0.05,0.02,0.23
Dynasty Warriors: Strikeforce,Action,X360,Tecmo Koei,2009.0,0.13,0.06,0.02,0.02,0.23
Super Swing Golf,Sports,Wii,Nintendo,2006.0,0.14,0.01,0.07,0.01,0.23
pro evolution soccer 2011,Sports,Wii,Konami Digital Entertainment,2010.0,0.08,0.1,0.03,0.02,0.23
Final Fantasy XI: Treasures of Aht Urhgan,Role-Playing,PS2,Square Enix,2006.0,0.06,0.05,0.1,0.02,0.23
The Raiden Project,Shooter,PS,Ocean,1995.0,0.06,0.04,0.12,0.01,0.23
Pocket Fighter,Fighting,PS,Virgin Interactive,1997.0,0.06,0.04,0.12,0.01,0.23
Disgaea: Afternoon of Darkness,Role-Playing,PSP,Tecmo Koei,2006.0,0.15,0.01,0.04,0.02,0.23
Senran Kagura: Estival Versus,Action,PSV,Marvelous Interactive,2015.0,0.06,0.05,0.09,0.03,0.23
Killer is Dead,Action,PS3,Deep Silver,2013.0,0.12,0.04,0.05,0.02,0.22
Battleborn,Shooter,PS4,Take-Two Interactive,2016.0,0.09,0.08,0.01,0.04,0.22
Atelier Escha & Logy: Alchemists of the Dusk Sky,Role-Playing,PS3,Tecmo Koei,2013.0,0.06,0.04,0.1,0.02,0.22
Galactic Wrestling: Featuring Ultimate Muscle,Fighting,PS2,Namco Bandai Games,2004.0,0.03,0.02,0.17,0.01,0.22
Dino Stalker,Shooter,PS2,Capcom,2002.0,0.07,0.06,0.08,0.02,0.22
Castlevania: Lords of Shadow 2,Action,PS3,Konami Digital Entertainment,2014.0,0.03,0.13,0.02,0.04,0.22
Tenchu: Shadow Assassins,Action,Wii,Ubisoft,2008.0,0.16,0.01,0.03,0.02,0.22
The Legend of Heroes: Trails of Cold Steel,Role-Playing,PS3,Nippon Ichi Software,2013.0,0.05,0.04,0.12,0.02,0.22
Tropico 3,Strategy,X360,Kalypso Media,2009.0,0.15,0.02,0.03,0.02,0.22
Kartia: The Word of Fate,Strategy,PS,Konami Digital Entertainment,1998.0,0.05,0.03,0.12,0.01,0.22
Infinite Space,Role-Playing,DS,Sega,2009.0,0.07,0.06,0.07,0.01,0.22
Shin Megami Tensei x Fire Emblem,Role-Playing,WiiU,Nintendo,2015.0,0.1,0.04,0.06,0.01,0.22
Spirit Camera: The Cursed Memoir,Adventure,3DS,Nintendo,2012.0,0.12,0.02,0.06,0.01,0.22
Lost Planet 3,Shooter,PS3,Capcom,2013.0,0.07,0.06,0.06,0.03,0.22
Code Name: S.T.E.A.M.,Strategy,3DS,Nintendo,2015.0,0.14,0.05,0.01,0.02,0.22
Armored Core V,Simulation,X360,Namco Bandai Games,2012.0,0.13,0.03,0.04,0.01,0.22
Ninja Gaiden: Dragon Sword,Action,DS,Tecmo Koei,2008.0,0.17,0.02,0.02,0.02,0.22
Ride,Racing,PS4,Milestone S.r.l.,2015.0,0.03,0.13,0.03,0.03,0.22
Blue Dragon Plus,Role-Playing,DS,Ignition Entertainment,2008.0,0.12,0.04,0.05,0.01,0.22
The Legend of Heroes: Trails in the Sky First Chapter,Role-Playing,PSP,Ghostlight,2006.0,0.1,0.03,0.06,0.03,0.21
Disaster Report,Action,PS2,Agetec,2002.0,0.03,0.02,0.15,0.01,0.21
Pro Evolution Soccer 2012,Action,Wii,Konami Digital Entertainment,2011.0,0.08,0.08,0.03,0.02,0.21
Akiba's Trip: Undead & Undressed,Action,PSV,Nippon Ichi Software,2013.0,0.09,0.02,0.08,0.03,0.21
GRID Autosport,Racing,PS3,Codemasters,2014.0,0.05,0.11,0.01,0.04,0.21
Yu-Gi-Oh! 5D's World Championship 2011: Over the Nexus,Strategy,DS,Konami Digital Entertainment,2011.0,0.1,0.03,0.07,0.01,0.21
Transformer: Rise of the Dark Spark,Action,PS4,Activision,2014.0,0.07,0.1,0.01,0.04,0.21
Senran Kagura 2: Deep Crimson,Action,3DS,Marvelous Entertainment,2014.0,0.09,0.03,0.08,0.01,0.21
Champion Jockey: G1 Jockey & Gallop Racer,Sports,PS3,Tecmo Koei,2011.0,0.06,0.05,0.08,0.02,0.21
Shadow of Destiny,Adventure,PS2,Konami Digital Entertainment,2001.0,0.09,0.07,0.03,0.02,0.21
Way of the Samurai 3,Action,X360,Gamebridge,2009.0,0.12,0.05,0.02,0.02,0.21
Solatorobo: Red the Hunter,Role-Playing,DS,Nintendo,2010.0,0.08,0.04,0.07,0.01,0.21
JSRF: Jet Set Radio Future,Action,XB,Sega,2002.0,0.13,0.04,0.03,0.01,0.21
Gallop Racer 2003: A New Breed,Sports,PS2,Zoo Digital Publishing,2002.0,0.04,0.03,0.12,0.01,0.21
Anarchy Reigns,Action,PS3,Sega,2012.0,0.1,0.03,0.06,0.02,0.21
LEGO Ninjago: Shadow of Ronin,Action,3DS,Warner Bros. Interactive Entertainment,2015.0,0.05,0.1,0.04,0.01,0.21
Kung Fu Rider,Action,PS3,Sony Computer Entertainment,2010.0,0.06,0.1,0.01,0.04,0.21
Attack on Titan (KOEI),Action,PS4,Tecmo Koei,2016.0,0.02,0.06,0.11,0.02,0.2
Suikoden Tactics,Strategy,PS2,Konami Digital Entertainment,2005.0,0.06,0.05,0.07,0.02,0.2
Crazy Taxi 3: High Roller,Racing,XB,Sega,2002.0,0.14,0.04,0.02,0.01,0.2
Dark Messiah of Might and Magic Elements,Role-Playing,X360,Ubisoft,2008.0,0.16,0.02,0.01,0.02,0.2
Fairy Fencer F,Role-Playing,PS3,Nippon Ichi Software,2013.0,0.05,0.05,0.09,0.02,0.2
Atelier Shallie: Alchemists of the Dusk Sea,Role-Playing,PS3,Tecmo Koei,2014.0,0.06,0.05,0.08,0.02,0.2
Arcana Heart 3,Fighting,PS3,PQube,2011.0,0.04,0.05,0.1,0.02,0.2
Tekken 3D: Prime Edition,Fighting,3DS,Nintendo,2012.0,0.06,0.08,0.05,0.01,0.2
Dragon Ball: Revenge of King Piccolo,Action,Wii,Namco Bandai Games,2009.0,0.13,0.03,0.03,0.02,0.2
Earth Defense Force: Insect Armageddon,Shooter,PS3,D3Publisher,2011.0,0.06,0.04,0.08,0.02,0.2
Le Mans 24 Hours,Racing,PS2,Infogrames,2001.0,0.09,0.07,0.02,0.02,0.2
Ogre Battle Saga Episode Five: The March of the Black Queen,Role-Playing,PS,ArtDink,1996.0,0.06,0.04,0.09,0.01,0.2
Ridge Racer 6,Racing,X360,Namco Bandai Games,2005.0,0.1,0.02,0.07,0.01,0.2
Front Mission Evolved,Shooter,X360,Square Enix,2010.0,0.1,0.07,0.02,0.02,0.2
Zone of the Enders HD Collection,Simulation,X360,Konami Digital Entertainment,2012.0,0.14,0.04,0.01,0.02,0.2
No More Heroes: Heroes' Paradise,Action,PS3,Konami Digital Entertainment,2010.0,0.1,0.04,0.04,0.02,0.2
The Witch and the Hundred Knight,Role-Playing,PS3,Nippon Ichi Software,2013.0,0.06,0.02,0.1,0.01,0.2
Untold Legends: Dark Kingdom,Role-Playing,PS3,Electronic Arts,2006.0,0.14,0.02,0.02,0.02,0.2
BioShock The Collection,Shooter,PS4,Take-Two Interactive,2016.0,0.05,0.11,0.01,0.03,0.2
Namco Museum Vol.4,Misc,PS,Sony Computer Entertainment,1996.0,0.02,0.01,0.16,0.01,0.2
Ridge Racer,Racing,PSV,Namco Bandai Games,2011.0,0.04,0.08,0.05,0.03,0.2
Bleach: The 3rd Phantom,Role-Playing,DS,Sega,2008.0,0.1,0.02,0.07,0.01,0.2
Resident Evil: Revelations,Action,WiiU,Capcom,2013.0,0.07,0.08,0.03,0.01,0.2
Demon Gaze,Role-Playing,PSV,Nippon Ichi Software,2013.0,0.06,0.03,0.08,0.02,0.2
Mana Khemia 2: Fall of Alchemy,Role-Playing,PS2,Gust,2008.0,0.07,0.05,0.05,0.02,0.2
The King of Fighters XI,Fighting,PS2,Ignition Entertainment,2006.0,0.07,0.06,0.04,0.02,0.19
Silent Hill HD Collection,Action,X360,Konami Digital Entertainment,2012.0,0.11,0.06,0.01,0.02,0.19
Dynasty Warriors: Gundam 2,Action,X360,Namco Bandai Games,2008.0,0.07,0.03,0.08,0.01,0.19
Pac-Man & Galaga Dimensions,Misc,3DS,Namco Bandai Games,2011.0,0.1,0.04,0.04,0.01,0.19
Quantum Theory,Shooter,PS3,Tecmo Koei,2010.0,0.05,0.09,0.02,0.03,0.19
Disgaea DS,Role-Playing,DS,Square Enix,2008.0,0.11,0.02,0.05,0.01,0.19
Dante's Inferno,Action,PSP,Electronic Arts,2010.0,0.12,0.03,0.01,0.03,0.19
DanceMasters,Misc,X360,Konami Digital Entertainment,2010.0,0.15,0.02,0.02,0.01,0.19
50 Cent: Blood on the Sand,Shooter,PS3,THQ,2009.0,0.1,0.06,0.01,0.03,0.19
Binary Domain,Action,X360,Sega,2012.0,0.09,0.07,0.02,0.02,0.19
Armored Core: For Answer,Simulation,PS3,Ubisoft,2008.0,0.06,0.02,0.1,0.01,0.19
Hyperdevotion Noire: Goddess Black Heart,Role-Playing,PSV,Idea Factory,2014.0,0.08,0.02,0.06,0.03,0.19
Shadows of the Damned,Action,X360,Electronic Arts,2011.0,0.1,0.06,0.01,0.02,0.19
Warriors: Legends of Troy,Action,PS3,Tecmo Koei,2011.0,0.06,0.05,0.07,0.02,0.19
Valhalla Knights 3,Role-Playing,PSV,Xseed Games,2013.0,0.04,0.01,0.12,0.01,0.19
Dynasty Warriors Gundam,Action,X360,Namco Bandai Games,2007.0,0.15,0.01,0.02,0.01,0.19
Earth Defense Force: Insect Armageddon,Shooter,X360,D3Publisher,2011.0,0.1,0.05,0.03,0.01,0.19
Sega GT 2002,Racing,XB,Sega,2002.0,0.12,0.03,0.03,0.01,0.19
Tekken Tag Tournament 2,Fighting,WiiU,Namco Bandai Games,2012.0,0.09,0.07,0.01,0.01,0.19
Half-Minute Hero,Role-Playing,PSP,Rising Star Games,2009.0,0.08,0.02,0.07,0.02,0.18
Driving Emotion Type-S,Racing,PS2,Electronic Arts,2000.0,0.04,0.03,0.11,0.01,0.18
Naruto Shippuden: Dragon Blade Chronicles,Action,Wii,505 Games,2009.0,0.11,0.02,0.05,0.01,0.18
Dynasty Warriors 8: Empires,Action,PS4,Tecmo Koei,2014.0,0.06,0.07,0.03,0.02,0.18
Ar tonelico 2: Melody of Metafalica,Role-Playing,PS2,Nippon Ichi Software,2007.0,0.04,0.03,0.11,0.01,0.18
Metal Gear Ac!d 2,Strategy,PSP,Konami Digital Entertainment,2005.0,0.11,0.01,0.05,0.01,0.18
Let's TAP,Misc,Wii,Sega,2008.0,0.09,0.06,0.01,0.02,0.18
LEGO Marvel's Avengers,Action,3DS,Warner Bros. Interactive Entertainment,2016.0,0.07,0.08,0.01,0.01,0.18
Trinity Universe,Role-Playing,PS3,Nippon Ichi Software,2009.0,0.07,0.06,0.03,0.02,0.18
Dungeon Travelers 2: The Royal Library & The Monster Seal,Role-Playing,PSV,Atlus,2014.0,0.07,0.03,0.05,0.03,0.18
Odin Sphere: Leifthrasir,Role-Playing,PS4,Nippon Ichi Software,2016.0,0.06,0.03,0.07,0.02,0.18
Dynasty Warriors: Gundam 3,Action,X360,Tecmo Koei,2010.0,0.11,0.04,0.02,0.01,0.18
Pro Evolution Soccer 2013,Sports,3DS,Konami Digital Entertainment,2012.0,0.05,0.02,0.1,0.01,0.18
Godzilla (2015),Action,PS4,Namco Bandai Games,2014.0,0.1,0.03,0.02,0.03,0.18
Velvet Assassin,Shooter,X360,DTP Entertainment,2009.0,0.14,0.02,0.01,0.01,0.18
Disgaea 4: A Promise Unforgotten,Role-Playing,PSV,Nippon Ichi Software,2014.0,0.04,0.04,0.08,0.02,0.18
Armored Core: Last Raven,Simulation,PS2,505 Games,2005.0,0.05,0.04,0.08,0.01,0.18
K-1 World Grand Prix,Sports,PS2,Konami Digital Entertainment,2002.0,0.04,0.03,0.1,0.01,0.18
Castlevania Judgment,Fighting,Wii,Konami Digital Entertainment,2008.0,0.13,0.02,0.01,0.01,0.18
Dead or Alive Paradise,Misc,PSP,Ubisoft Annecy,2010.0,0.07,0.02,0.07,0.02,0.17
Hyperdimension Neptunia U: Action Unleashed,Action,PSV,Idea Factory International,2014.0,0.07,0.02,0.06,0.03,0.17
Lost in Blue 3,Adventure,DS,Konami Digital Entertainment,2007.0,0.09,0.02,0.06,0.01,0.17
The Cursed Crusade,Action,PS3,DTP Entertainment,2011.0,0.07,0.07,0.01,0.03,0.17
One Piece: Unlimited World Red,Action,PSV,Namco Bandai Games,2014.0,0.06,0.04,0.04,0.03,0.17
N3 II: Ninety-Nine Nights,Action,X360,Microsoft Game Studios,2010.0,0.06,0.07,0.04,0.01,0.17
Fighter Maker,Fighting,PS,Agetec,1998.0,0.05,0.04,0.07,0.01,0.17
Time and Eternity,Role-Playing,PS3,Nippon Ichi Software,2012.0,0.06,0.03,0.06,0.02,0.17
Space Griffon VF-9,Role-Playing,PS,Panther Software,1995.0,0.02,0.02,0.12,0.01,0.17
Gallop Racer 2001,Sports,PS2,Tecmo Koei,2001.0,0.05,0.04,0.06,0.01,0.17
Bomberman Land,Misc,Wii,Rising Star Games,2007.0,0.11,0.02,0.03,0.01,0.17
Beat Down: Fists of Vengeance,Action,PS2,Capcom,2005.0,0.04,0.03,0.09,0.01,0.17
Disney Golf,Sports,PS2,Electronic Arts,2002.0,0.07,0.06,0.02,0.02,0.17
Clock Tower II: The Struggle Within,Adventure,PS,Human Entertainment,1998.0,0.02,0.01,0.12,0.01,0.17
Valkyria Chronicles,Role-Playing,PS4,Sega,2016.0,0.06,0.04,0.05,0.02,0.17
Zoo Keeper,Puzzle,DS,Ignition Entertainment,2004.0,0.1,0.01,0.05,0.01,0.17
Toukiden Kiwami,Action,PS4,Tecmo Koei,2015.0,0.05,0.07,0.02,0.02,0.17
Klonoa,Platform,Wii,Namco Bandai Games,2008.0,0.11,0.02,0.03,0.01,0.17
Anarchy Reigns,Action,X360,Sega,2012.0,0.11,0.02,0.02,0.01,0.17
Project X Zone 2: Brave New World,Role-Playing,3DS,Namco Bandai Games,2015.0,0.04,0.04,0.08,0.01,0.17
Hyperdimension Neptunia Victory,Role-Playing,PS3,Compile Heart,2012.0,0.05,0.03,0.06,0.02,0.16
Ar Nosurge: Ode to an Unborn Star,Role-Playing,PS3,Tecmo Koei,2014.0,0.05,0.04,0.06,0.02,0.16
El Shaddai: Ascension of the Metatron,Action,X360,Ignition Entertainment,2011.0,0.07,0.05,0.03,0.01,0.16
F1 Championship Season 2000,Racing,PS2,Electronic Arts,2000.0,0.06,0.05,0.03,0.02,0.16
Dynasty Warriors 8: Xtreme Legends,Action,PS3,Tecmo Koei,2013.0,0.02,0.03,0.11,0.01,0.16
Doctor Lautrec and the Forgotten Knights,Adventure,3DS,Konami Digital Entertainment,2011.0,0.07,0.05,0.03,0.01,0.16
Warriors Orochi 3,Action,X360,Ubisoft Annecy,2011.0,0.09,0.03,0.03,0.01,0.16
Bladestorm: Nightmare,Action,PS4,Tecmo Koei,2015.0,0.07,0.04,0.03,0.02,0.16
The King of Fighters XII,Fighting,PS3,Ignition Entertainment,2009.0,0.11,0.01,0.03,0.01,0.16
Dragon Ball: Origins 2,Action,DS,Namco Bandai Games,2010.0,0.05,0.02,0.08,0.01,0.16
Innocent Life: A Futuristic Harvest Moon,Simulation,PSP,Rising Star Games,2006.0,0.08,0.03,0.03,0.02,0.16
Shinobido 2: Tales of the Ninja,Action,PSV,Sony Computer Entertainment,2011.0,0.06,0.05,0.02,0.03,0.16
Yu-Gi-Oh! 5D's: Duel Transer,Strategy,Wii,Konami Digital Entertainment,2010.0,0.11,0.02,0.02,0.01,0.16
Mugen Souls,Role-Playing,PS3,Nippon Ichi Software,2012.0,0.04,0.03,0.08,0.01,0.16
Psychic Force,Fighting,PS,Acclaim Entertainment,1996.0,0.01,0.01,0.13,0.01,0.16
Bomberman,Puzzle,DS,Ubisoft,2005.0,0.1,0.02,0.03,0.01,0.16
Arcana Heart,Fighting,PS2,AQ Interactive,2007.0,0.06,0.05,0.04,0.02,0.16
Fist of the North Star: Ken's Rage,Action,X360,Ubisoft Annecy,2010.0,0.07,0.02,0.06,0.01,0.16
Namco Museum Vol.5,Misc,PS,Sony Computer Entertainment,1996.0,0.02,0.01,0.12,0.01,0.15
FIFA 06: Road to FIFA World Cup,Sports,X360,Electronic Arts,2005.0,0.11,0.02,0.01,0.01,0.15
Space Invaders Extreme,Shooter,DS,Square Enix,2008.0,0.12,0.01,0.01,0.01,0.15
Metal Gear Solid V: Ground Zeroes,Action,X360,Konami Digital Entertainment,2014.0,0.07,0.06,0.01,0.01,0.15
Murdered: Soul Suspect,Action,PS3,Square Enix,2014.0,0.05,0.06,0.02,0.02,0.15
Project Sylpheed: Arc of Deception,Shooter,X360,Microsoft Game Studios,2006.0,0.12,0.01,0.02,0.01,0.15
Heroes of Mana,Strategy,DS,Square Enix,2007.0,0.08,0.01,0.05,0.01,0.15
Tears to Tiara II: Heir of the Overlord,Role-Playing,PS3,Nippon Ichi Software,2013.0,0.07,0.02,0.06,0.01,0.15
MLB Power Pros 2008,Sports,PS2,Konami Digital Entertainment,2008.0,0.05,0.04,0.05,0.01,0.15
Naruto: Powerful Shippuden,Platform,3DS,Namco Bandai Games,2012.0,0.08,0.02,0.04,0.01,0.15
Earth Defense Force 2025,Shooter,X360,D3Publisher,2013.0,0.06,0.04,0.05,0.01,0.15
Castlevania: Lords of Shadow - Mirror of Fate,Action,3DS,Konami Digital Entertainment,2013.0,0.04,0.07,0.03,0.01,0.15
Odin Sphere: Leifthrasir,Role-Playing,PSV,Nippon Ichi Software,2016.0,0.02,0.03,0.08,0.02,0.15
Armored Core: For Answer,Simulation,X360,Ubisoft,2008.0,0.06,0.01,0.07,0.01,0.15
Warriors Orochi 3,Action,PS4,Tecmo Koei,2014.0,0.04,0.05,0.04,0.02,0.15
Harvest Moon: Hero of Leaf Valley,Simulation,PSP,Rising Star Games,2009.0,0.07,0.02,0.05,0.02,0.15
F1 2011,Racing,PSV,Codemasters,2011.0,0.03,0.08,0.01,0.03,0.15
Dynasty Warriors 8: Xtreme Legends,Action,PSV,Tecmo Koei,2013.0,0.04,0.03,0.05,0.02,0.15
Deception IV: Blood Ties,Action,PSV,Tecmo Koei,2014.0,0.03,0.03,0.07,0.02,0.14
Lost Dimension,Role-Playing,PSV,Nippon Ichi Software,2014.0,0.07,0.03,0.02,0.03,0.14
Just Cause,Action,X360,Eidos Interactive,2006.0,0.1,0.03,0.01,0.01,0.14
Cave Story 3D,Platform,3DS,Nippon Ichi Software,2011.0,0.09,0.03,0.01,0.01,0.14
TRINITY: Souls of Zill O'll,Role-Playing,PS3,Ubisoft Annecy,2010.0,0.06,0.03,0.03,0.02,0.14
Xevious 3D/G+,Shooter,PS,Sony Computer Entertainment,1997.0,0.01,0.01,0.11,0.01,0.14
X-Blades,Action,X360,SouthPeak Games,2009.0,0.1,0.02,0.02,0.01,0.14
Epidemic,Shooter,PS,Sony Computer Entertainment,1995.0,0.02,0.01,0.1,0.01,0.14
Valhalla Knights: Eldar Saga,Role-Playing,Wii,Rising Star Games,2009.0,0.1,0.01,0.01,0.01,0.14
X-Blades,Action,PS3,SouthPeak Games,2009.0,0.07,0.03,0.02,0.02,0.14
In the Hunt,Shooter,PS,THQ,1995.0,0.03,0.02,0.07,0.01,0.14
BlazBlue: Chrono Phantasma Extend,Action,PS4,PQube,2015.0,0.07,0.03,0.02,0.02,0.14
Magnetica,Puzzle,DS,Nintendo,2006.0,0.08,0.01,0.03,0.01,0.14
Kororinpa: Marble Mania,Puzzle,Wii,Nintendo,2006.0,0.08,0.02,0.03,0.01,0.14
Guilty Gear,Fighting,PS,Virgin Interactive,1998.0,0.03,0.02,0.07,0.01,0.14
Shovel Knight,Platform,3DS,Yacht Club Games,2015.0,0.07,0.04,0.01,0.01,0.13
Hyperdimension Idol Neptunia PP,Misc,PSV,Namco Bandai Games,2013.0,0.04,0.03,0.04,0.02,0.13
Rumble Roses XX,Fighting,X360,Konami Digital Entertainment,2006.0,0.07,0.01,0.04,0.01,0.13
Persona 4: Arena,Fighting,X360,Atlus,2012.0,0.08,0.02,0.03,0.01,0.13
Resident Evil: Revelations 2,Action,PSV,Capcom,2015.0,0.01,0.05,0.06,0.01,0.13
NeverDead,Shooter,PS3,Konami Digital Entertainment,2012.0,0.06,0.04,0.01,0.02,0.13
Naruto Shippuden: Kizuna Drive,Action,PSP,Namco Bandai Games,2010.0,0.04,0.02,0.05,0.02,0.13
Romance of the Three Kingdoms IV: Wall of Fire,Strategy,PS,Tecmo Koei,1995.0,0.05,0.03,0.04,0.01,0.13
Steel Battalion: Heavy Armor,Misc,X360,Capcom,2012.0,0.08,0.03,0.02,0.01,0.13
Under Night In-Birth,Fighting,PS3,Nippon Ichi Software,2014.0,0.06,0.02,0.04,0.02,0.13
Secret Agent Clank,Platform,PSP,Sony Computer Entertainment,2008.0,0.04,0.03,0.04,0.02,0.13
BlazBlue: Continuum Shift II,Fighting,PSP,PQube,2011.0,0.03,0.02,0.07,0.01,0.13
Gravity Rush Remastered,Action,PS4,Sony Computer Entertainment,2015.0,0.02,0.05,0.04,0.01,0.13
The Sky Crawlers: Innocent Aces,Simulation,Wii,Namco Bandai Games,2008.0,0.09,0.02,0.01,0.01,0.13
Baroque,Role-Playing,PS2,Rising Star Games,2007.0,0.05,0.04,0.02,0.01,0.13
Operation Abyss: New Tokyo Legacy,Role-Playing,PSV,Nippon Ichi Software,2014.0,0.04,0.01,0.06,0.02,0.13
Transformer: Rise of the Dark Spark,Action,PS3,Activision,2014.0,0.04,0.05,0.01,0.02,0.13
Echo Night,Adventure,PS,From Software,1998.0,0.03,0.02,0.07,0.01,0.12
Gladiator Begins,Action,PSP,PQube,2010.0,0.05,0.01,0.05,0.01,0.12
The King of Fighters '98 Ultimate Match,Fighting,PS2,Ignition Entertainment,2008.0,0.04,0.03,0.03,0.01,0.12
Undead Knights,Action,PSP,Ubisoft Annecy,2009.0,0.05,0.01,0.06,0.01,0.12
Tenchu: Shadow Assassins,Action,PSP,Ubisoft,2009.0,0.03,0.03,0.05,0.01,0.12
Lost Planet 3,Shooter,X360,Capcom,2013.0,0.07,0.04,0.01,0.01,0.12
Blazblue: Continuum Shift Extend,Fighting,PSV,PQube,2011.0,0.03,0.05,0.02,0.02,0.12
Killer is Dead,Action,X360,Deep Silver,2013.0,0.08,0.02,0.01,0.01,0.12
Sacred 3,Role-Playing,PS3,Deep Silver,2014.0,0.03,0.05,0.02,0.02,0.12
Assassin's Creed Chronicles,Action,PSV,Ubisoft,2016.0,0.02,0.06,0.01,0.02,0.12
Rodea the Sky Soldier,Action,WiiU,Nippon Ichi Software,2015.0,0.08,0.02,0.01,0.01,0.12
MegaTagmension Blanc + Neptune VS Zombies,Action,PSV,Idea Factory International,2015.0,0.02,0.03,0.05,0.01,0.12
Deception IV: Blood Ties,Action,PS3,Tecmo Koei,2014.0,0.02,0.02,0.06,0.01,0.12
Makai Shin Trillion,Role-Playing,PSV,Idea Factory,2014.0,0.02,0.02,0.06,0.01,0.12
Tokyo Twilight Ghost Hunters,Role-Playing,PSV,Aksys Games,2014.0,0.06,0.01,0.02,0.02,0.12
F1 2002,Racing,PS2,Electronic Arts,2002.0,0.05,0.04,0.02,0.01,0.12
Dead Island Definitive Collection,Action,PS4,Deep Silver,2016.0,0.02,0.07,0.01,0.02,0.12
Dokapon Kingdom,Role-Playing,PS2,Sting,2007.0,0.05,0.04,0.02,0.01,0.11
Samurai Warriors 4-II,Action,PS4,Tecmo Koei,2015.0,0.03,0.02,0.06,0.01,0.11
Lost in Blue,Adventure,DS,Konami Digital Entertainment,2005.0,0.07,0.02,0.02,0.01,0.11
Criminal Girls: Invite Only,Role-Playing,PSV,Nippon Ichi Software,2013.0,0.04,0.02,0.04,0.02,0.11
BlazBlue: Calamity Trigger Portable,Fighting,PSP,PQube,2010.0,0.07,0.01,0.03,0.01,0.11
JU-ON: The Grudge,Action,Wii,Rising Star Games,2009.0,0.08,0.01,0.01,0.01,0.11
Akiba's Trip: Undead & Undressed,Action,PS3,Nippon Ichi Software,2013.0,0.05,0.01,0.04,0.01,0.11
BlazBlue: Continuum Shift II,Fighting,3DS,PQube,2011.0,0.05,0.01,0.04,0.01,0.11
Carnage Heart,Strategy,PS,Sony Computer Entertainment,1995.0,0.01,0.01,0.09,0.01,0.11
Earth Defense Force 2: Invaders from Planet Space,Action,PSV,Xseed Games,2014.0,0.04,0.01,0.04,0.02,0.11
Project: Horned Owl,Shooter,PS,Sony Computer Entertainment,1995.0,0.03,0.02,0.05,0.01,0.11
Champion Jockey: G1 Jockey & Gallop Racer,Sports,Wii,Tecmo Koei,2011.0,0.05,0.04,0.01,0.01,0.11
Gallop Racer 2006,Sports,PS2,Tecmo Koei,2005.0,0.02,0.02,0.06,0.01,0.1
E·O·E: Eve of Extinction,Fighting,PS2,Eidos Interactive,2002.0,0.04,0.03,0.02,0.01,0.1
Monster Rancher EVO,Role-Playing,PS2,Tecmo Koei,2005.0,0.02,0.02,0.05,0.01,0.1
Blades of Time,Action,PS3,Konami Digital Entertainment,2012.0,0.04,0.03,0.01,0.01,0.1
